timestamp_iso,accelerometers_std_g,counts_x_axis,counts_y_axis,counts_z_axis,vector_magnitude,activity_class,activity_counts,activity_intensity,body_position_left,body_position_right,eda_scl_usiemens,met,prv_rmssd_ms,pulse_rate_bpm,respiratory_rate_brpm,sleep_detection_stage,step_counts,temperature_celsius,wearing_detection_percentage,hour,minute
2024-03-25 00:00:00+00:00,0.005,98,42,236,258,still,6.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.08,0.95,,68,,0,0,31.28,100,0,0
2024-03-25 00:01:00+00:00,0.006,89,199,667,701,still,12.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.07,0.95,,82,,0,0,31.25,100,0,1
2024-03-25 00:02:00+00:00,0.005,140,95,590,613,still,13.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.05,0.95,,75,,0,0,31.22,100,0,2
2024-03-25 00:03:00+00:00,0.004,68,63,370,381,still,9.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.05,0.95,,73,,0,0,31.21,100,0,3
2024-03-25 00:04:00+00:00,0.015,138,702,665,976,still,18.0,sedentary,sitting_reclining_lying,standing,0.0,1.19,,80,,0,0,31.2,100,0,4
2024-03-25 00:05:00+00:00,0.043,1550,2444,1863,3441,generic,84.0,LPA,miscellaneous,sitting_reclining_lying,0.03,1.85,,75,,0,7,31.18,100,0,5
2024-03-25 00:06:00+00:00,0.008,27,67,587,591,still,12.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.03,0.95,,86,,0,0,31.17,100,0,6
2024-03-25 00:07:00+00:00,0.012,170,607,1207,1361,still,35.0,sedentary,miscellaneous,sitting_reclining_lying,0.04,0.95,,77,,0,0,31.21,100,0,7
2024-03-25 00:08:00+00:00,0.006,0,30,274,275,still,11.0,sedentary,miscellaneous,sitting_reclining_lying,0.04,0.95,,84,,0,0,31.26,100,0,8
2024-03-25 00:09:00+00:00,0.004,45,160,840,856,still,10.0,sedentary,standing,sitting_reclining_lying,0.05,0.95,,80,,0,0,31.29,100,0,9
2024-03-25 00:10:00+00:00,0.004,10,33,244,246,still,5.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.05,0.95,,78,,0,0,31.34,100,0,10
2024-03-25 00:11:00+00:00,0.006,25,78,298,309,still,10.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.08,0.95,,80,,0,0,31.38,100,0,11
2024-03-25 00:12:00+00:00,0.007,118,156,549,582,still,16.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.06,0.95,,78,,0,0,31.4,100,0,12
2024-03-25 00:13:00+00:00,0.007,29,49,496,499,still,13.0,sedentary,sitting_reclining_lying,miscellaneous,0.01,0.95,,82,,0,0,31.43,100,0,13
2024-03-25 00:14:00+00:00,0.007,164,162,276,359,still,7.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.01,1.13,,74,,0,0,31.43,100,0,14
2024-03-25 00:15:00+00:00,0.002,0,0,0,0,still,0.0,sedentary,sitting_reclining_lying,sitting_reclining_lying,0.08,0.95,,74,21.0,0,0,31.41,100,0,15
